RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
5/13/2026,DIPC,5/13/2026 12:05:00 AM,CLUZ,10732.8279,
5/13/2026,DIPC,5/13/2026 12:05:00 AM,CMIN,10732.8279,
5/13/2026,DIPC,5/13/2026 12:05:00 AM,CVIS,10732.8279,
5/13/2026,DIPC,5/13/2026 12:05:00 AM,SYSTEM,10732.8279,
5/13/2026 12:05:00 AM,DIPC,5/13/2026 12:10:00 AM,CLUZ,7888.6113,
5/13/2026 12:05:00 AM,DIPC,5/13/2026 12:10:00 AM,CMIN,7888.6113,
5/13/2026 12:05:00 AM,DIPC,5/13/2026 12:10:00 AM,CVIS,7888.6113,
5/13/2026 12:05:00 AM,DIPC,5/13/2026 12:10:00 AM,SYSTEM,7888.6113,
5/13/2026 12:10:00 AM,DIPC,5/13/2026 12:15:00 AM,CLUZ,5948.6805,
5/13/2026 12:10:00 AM,DIPC,5/13/2026 12:15:00 AM,CMIN,5948.6805,
5/13/2026 12:10:00 AM,DIPC,5/13/2026 12:15:00 AM,CVIS,5948.6805,
5/13/2026 12:10:00 AM,DIPC,5/13/2026 12:15:00 AM,SYSTEM,5948.6805,
5/13/2026 12:15:00 AM,DIPC,5/13/2026 12:20:00 AM,CLUZ,10732.7748,
5/13/2026 12:15:00 AM,DIPC,5/13/2026 12:20:00 AM,CMIN,10732.7748,
5/13/2026 12:15:00 AM,DIPC,5/13/2026 12:20:00 AM,CVIS,10732.7748,
5/13/2026 12:15:00 AM,DIPC,5/13/2026 12:20:00 AM,SYSTEM,10732.7748,
5/13/2026 12:20:00 AM,DIPC,5/13/2026 12:25:00 AM,CLUZ,5979.7303,
5/13/2026 12:20:00 AM,DIPC,5/13/2026 12:25:00 AM,CMIN,5979.7303,
5/13/2026 12:20:00 AM,DIPC,5/13/2026 12:25:00 AM,CVIS,5979.7303,
5/13/2026 12:20:00 AM,DIPC,5/13/2026 12:25:00 AM,SYSTEM,5979.7303,
5/13/2026 12:25:00 AM,DIPC,5/13/2026 12:30:00 AM,CLUZ,5790.9094,
5/13/2026 12:25:00 AM,DIPC,5/13/2026 12:30:00 AM,CMIN,5790.9094,
5/13/2026 12:25:00 AM,DIPC,5/13/2026 12:30:00 AM,CVIS,5790.9094,
5/13/2026 12:25:00 AM,DIPC,5/13/2026 12:30:00 AM,SYSTEM,5790.9094,
5/13/2026 12:30:00 AM,DIPC,5/13/2026 12:35:00 AM,CLUZ,5790.7389,
5/13/2026 12:30:00 AM,DIPC,5/13/2026 12:35:00 AM,CMIN,5790.7389,
5/13/2026 12:30:00 AM,DIPC,5/13/2026 12:35:00 AM,CVIS,5790.7389,
5/13/2026 12:30:00 AM,DIPC,5/13/2026 12:35:00 AM,SYSTEM,5790.7389,
5/13/2026 12:35:00 AM,DIPC,5/13/2026 12:40:00 AM,CLUZ,5790.8337,
5/13/2026 12:35:00 AM,DIPC,5/13/2026 12:40:00 AM,CMIN,5790.8337,
5/13/2026 12:35:00 AM,DIPC,5/13/2026 12:40:00 AM,CVIS,5790.8337,
5/13/2026 12:35:00 AM,DIPC,5/13/2026 12:40:00 AM,SYSTEM,5790.8337,
5/13/2026 12:40:00 AM,DIPC,5/13/2026 12:45:00 AM,CLUZ,5790.3322,
5/13/2026 12:40:00 AM,DIPC,5/13/2026 12:45:00 AM,CMIN,5790.3322,
5/13/2026 12:40:00 AM,DIPC,5/13/2026 12:45:00 AM,CVIS,5790.3322,
5/13/2026 12:40:00 AM,DIPC,5/13/2026 12:45:00 AM,SYSTEM,5790.3322,
5/13/2026 12:45:00 AM,DIPC,5/13/2026 12:50:00 AM,CLUZ,5789.8386,
5/13/2026 12:45:00 AM,DIPC,5/13/2026 12:50:00 AM,CMIN,5789.8386,
5/13/2026 12:45:00 AM,DIPC,5/13/2026 12:50:00 AM,CVIS,5789.8386,
5/13/2026 12:45:00 AM,DIPC,5/13/2026 12:50:00 AM,SYSTEM,5789.8386,
5/13/2026 12:50:00 AM,DIPC,5/13/2026 12:55:00 AM,CLUZ,5790.0757,
5/13/2026 12:50:00 AM,DIPC,5/13/2026 12:55:00 AM,CMIN,5790.0757,
5/13/2026 12:50:00 AM,DIPC,5/13/2026 12:55:00 AM,CVIS,5790.0757,
5/13/2026 12:50:00 AM,DIPC,5/13/2026 12:55:00 AM,SYSTEM,5790.0757,
5/13/2026 12:55:00 AM,DIPC,5/13/2026 1:00:00 AM,CLUZ,5789.5375,
5/13/2026 12:55:00 AM,DIPC,5/13/2026 1:00:00 AM,CMIN,5789.5375,
5/13/2026 12:55:00 AM,DIPC,5/13/2026 1:00:00 AM,CVIS,5789.5375,
5/13/2026 12:55:00 AM,DIPC,5/13/2026 1:00:00 AM,SYSTEM,5789.5375,
5/13/2026 1:00:00 AM,DIPC,5/13/2026 1:05:00 AM,CLUZ,5781.4855,
5/13/2026 1:00:00 AM,DIPC,5/13/2026 1:05:00 AM,CMIN,5781.4855,
5/13/2026 1:00:00 AM,DIPC,5/13/2026 1:05:00 AM,CVIS,5781.4855,
5/13/2026 1:00:00 AM,DIPC,5/13/2026 1:05:00 AM,SYSTEM,5781.4855,
5/13/2026 1:05:00 AM,DIPC,5/13/2026 1:10:00 AM,CLUZ,5782.7570,
5/13/2026 1:05:00 AM,DIPC,5/13/2026 1:10:00 AM,CMIN,5782.7570,
5/13/2026 1:05:00 AM,DIPC,5/13/2026 1:10:00 AM,CVIS,5782.7570,
5/13/2026 1:05:00 AM,DIPC,5/13/2026 1:10:00 AM,SYSTEM,5782.7570,
5/13/2026 1:10:00 AM,DIPC,5/13/2026 1:15:00 AM,CLUZ,5781.2281,
