RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
6/5/2026,DIPC,6/5/2026 12:05:00 AM,CLUZ,4748.0775,
6/5/2026,DIPC,6/5/2026 12:05:00 AM,CMIN,3657.9199,
6/5/2026,DIPC,6/5/2026 12:05:00 AM,CVIS,4756.4105,
6/5/2026,DIPC,6/5/2026 12:05:00 AM,SYSTEM,4598.5764,
6/5/2026 12:05:00 AM,DIPC,6/5/2026 12:10:00 AM,CLUZ,4737.2473,
6/5/2026 12:05:00 AM,DIPC,6/5/2026 12:10:00 AM,CMIN,4030.3722,
6/5/2026 12:05:00 AM,DIPC,6/5/2026 12:10:00 AM,CVIS,4746.5318,
6/5/2026 12:05:00 AM,DIPC,6/5/2026 12:10:00 AM,SYSTEM,4641.1793,
6/5/2026 12:10:00 AM,DIPC,6/5/2026 12:15:00 AM,CLUZ,4018.4483,
6/5/2026 12:10:00 AM,DIPC,6/5/2026 12:15:00 AM,CMIN,4041.6488,
6/5/2026 12:10:00 AM,DIPC,6/5/2026 12:15:00 AM,CVIS,4025.0820,
6/5/2026 12:10:00 AM,DIPC,6/5/2026 12:15:00 AM,SYSTEM,4022.6197,
6/5/2026 12:15:00 AM,DIPC,6/5/2026 12:20:00 AM,CLUZ,3562.6358,
6/5/2026 12:15:00 AM,DIPC,6/5/2026 12:20:00 AM,CMIN,3596.6472,
6/5/2026 12:15:00 AM,DIPC,6/5/2026 12:20:00 AM,CVIS,3565.6475,
6/5/2026 12:15:00 AM,DIPC,6/5/2026 12:20:00 AM,SYSTEM,3567.7388,
6/5/2026 12:20:00 AM,DIPC,6/5/2026 12:25:00 AM,CLUZ,3616.0565,
6/5/2026 12:20:00 AM,DIPC,6/5/2026 12:25:00 AM,CMIN,3662.8206,
6/5/2026 12:20:00 AM,DIPC,6/5/2026 12:25:00 AM,CVIS,3617.7277,
6/5/2026 12:20:00 AM,DIPC,6/5/2026 12:25:00 AM,SYSTEM,3622.7237,
6/5/2026 12:25:00 AM,DIPC,6/5/2026 12:30:00 AM,CLUZ,3986.4438,
6/5/2026 12:25:00 AM,DIPC,6/5/2026 12:30:00 AM,CMIN,4016.7571,
6/5/2026 12:25:00 AM,DIPC,6/5/2026 12:30:00 AM,CVIS,3987.9848,
6/5/2026 12:25:00 AM,DIPC,6/5/2026 12:30:00 AM,SYSTEM,3990.8267,
6/5/2026 12:30:00 AM,DIPC,6/5/2026 12:35:00 AM,CLUZ,3998.7777,
6/5/2026 12:30:00 AM,DIPC,6/5/2026 12:35:00 AM,CMIN,3753.7847,
6/5/2026 12:30:00 AM,DIPC,6/5/2026 12:35:00 AM,CVIS,4011.7475,
6/5/2026 12:30:00 AM,DIPC,6/5/2026 12:35:00 AM,SYSTEM,3967.5230,
6/5/2026 12:35:00 AM,DIPC,6/5/2026 12:40:00 AM,CLUZ,3609.9371,
6/5/2026 12:35:00 AM,DIPC,6/5/2026 12:40:00 AM,CMIN,3661.5683,
6/5/2026 12:35:00 AM,DIPC,6/5/2026 12:40:00 AM,CVIS,3618.9062,
6/5/2026 12:35:00 AM,DIPC,6/5/2026 12:40:00 AM,SYSTEM,3618.1911,
