RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
6/21/2026,DIPC,6/21/2026 12:05:00 AM,CLUZ,31537.7885,
6/21/2026,DIPC,6/21/2026 12:05:00 AM,CMIN,31538.1169,
6/21/2026,DIPC,6/21/2026 12:05:00 AM,CVIS,30873.2597,
6/21/2026,DIPC,6/21/2026 12:05:00 AM,SYSTEM,31450.6109,
6/21/2026 12:05:00 AM,DIPC,6/21/2026 12:10:00 AM,CLUZ,30163.5831,
6/21/2026 12:05:00 AM,DIPC,6/21/2026 12:10:00 AM,CMIN,30163.5831,
6/21/2026 12:05:00 AM,DIPC,6/21/2026 12:10:00 AM,CVIS,30163.5831,
6/21/2026 12:05:00 AM,DIPC,6/21/2026 12:10:00 AM,SYSTEM,30163.5831,
6/21/2026 12:10:00 AM,DIPC,6/21/2026 12:15:00 AM,CLUZ,12738.8813,
6/21/2026 12:10:00 AM,DIPC,6/21/2026 12:15:00 AM,CMIN,12738.8813,
6/21/2026 12:10:00 AM,DIPC,6/21/2026 12:15:00 AM,CVIS,12738.8813,
6/21/2026 12:10:00 AM,DIPC,6/21/2026 12:15:00 AM,SYSTEM,12738.8813,
6/21/2026 12:15:00 AM,DIPC,6/21/2026 12:20:00 AM,CLUZ,12742.9631,
6/21/2026 12:15:00 AM,DIPC,6/21/2026 12:20:00 AM,CMIN,12742.9631,
6/21/2026 12:15:00 AM,DIPC,6/21/2026 12:20:00 AM,CVIS,12742.9631,
6/21/2026 12:15:00 AM,DIPC,6/21/2026 12:20:00 AM,SYSTEM,12742.9631,
6/21/2026 12:20:00 AM,DIPC,6/21/2026 12:25:00 AM,CLUZ,11727.6448,
6/21/2026 12:20:00 AM,DIPC,6/21/2026 12:25:00 AM,CMIN,11727.6448,
6/21/2026 12:20:00 AM,DIPC,6/21/2026 12:25:00 AM,CVIS,11727.6448,
6/21/2026 12:20:00 AM,DIPC,6/21/2026 12:25:00 AM,SYSTEM,11727.6448,
6/21/2026 12:25:00 AM,DIPC,6/21/2026 12:30:00 AM,CLUZ,11727.9763,
6/21/2026 12:25:00 AM,DIPC,6/21/2026 12:30:00 AM,CMIN,11727.9763,
