RUN_TIME,MKT_TYPE,TIME_INTERVAL,CONGEST_TYPE,RUN_TYPE,EQUIPMENT_NAME,STATION_NAME,VOLTAGE_LEVEL,BINDING_LIMIT,MW_FLOW,OVERLOAD_MW,PCT_MW,
5/13/2026,DAP,5/13/2026 1:00:00 AM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.9402,592.9402,0,100,
5/13/2026,DAP,5/13/2026 2:00:00 AM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.3205,592.3205,0,100,
5/13/2026,DAP,5/13/2026 8:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,218.8780,220.1359,1.2579,100.57,
5/13/2026,DAP,5/13/2026 9:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,218.8681,218.8681,0,100,
5/13/2026,DAP,5/13/2026 10:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,218.3439,219.5102,1.1663,100.53,
5/13/2026,DAP,5/13/2026 11:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,216.9708,226.2847,9.3139,104.29,
5/13/2026,DAP,5/13/2026 12:00:00 PM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,217.0546,226.5395,9.4849,104.37,
5/13/2026,DAP,5/13/2026 3:00:00 PM,BASE CASE,SCHED_RUN,1OLONG_TR2,01OLONGA,230,48.7098,48.7098,0,100,
5/13/2026,DAP,5/13/2026 4:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,587.2446,587.2446,0,100,
5/13/2026,DAP,5/13/2026 5:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.3373,590.3373,0,100,
5/13/2026,DAP,5/13/2026 6:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,591.7758,591.7758,0,100,
5/13/2026,DAP,5/13/2026 7:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.4305,590.4305,0,100,
5/13/2026,DAP,5/13/2026 8:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,591.1490,591.1490,0,100,
5/13/2026,DAP,5/13/2026 9:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,591.5580,591.5580,0,100,
5/13/2026,DAP,5/13/2026 10:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.9895,592.9895,0,100,
5/13/2026,DAP,5/13/2026 11:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,593.0937,593.0937,0,100,
5/13/2026,DAP,5/14/2026,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.4907,593.4907,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 2:00:00 AM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.1082,593.1082,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 3:00:00 PM,BASE CASE,SCHED_RUN,1OLONG_TR2,01OLONGA,230,48.7135,48.7135,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 4:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,587.3166,587.3166,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 5:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590.3931,590.3931,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 6:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,591.8069,591.8069,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 7:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.2762,590.2762,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 9:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,591.6518,591.6518,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 10:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.9157,592.9157,0,100,
5/13/2026 1:00:00 AM,DAP,5/13/2026 11:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.1047,593.1047,0,100,
5/13/2026 1:00:00 AM,DAP,5/14/2026,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.4846,593.4846,0,100,
5/13/2026 2:00:00 AM,DAP,5/13/2026 3:00:00 PM,BASE CASE,SCHED_RUN,1OLONG_TR2,01OLONGA,230,48.7134,48.7134,0,100,
5/13/2026 2:00:00 AM,DAP,5/13/2026 4:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,587.3130,587.3130,0,100,
5/13/2026 2:00:00 AM,DAP,5/13/2026 5:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.3867,590.3867,0,100,
5/13/2026 2:00:00 AM,DAP,5/13/2026 6:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,591.8060,591.8060,0,100,
