RUN_TIME,MKT_TYPE,TIME_INTERVAL,CONGEST_TYPE,RUN_TYPE,EQUIPMENT_NAME,STATION_NAME,VOLTAGE_LEVEL,BINDING_LIMIT,MW_FLOW,OVERLOAD_MW,PCT_MW,
2026-04-20 09:35:00,RTD,2026-04-20 09:40:00,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,224.09,224.09,0,100,
2026-04-20 14:20:00,RTD,2026-04-20 14:25:00,BASE CASE,SCHED_RUN,1SJO115_TR1,01EHVSJO,115,80,80,0,100,
2026-04-20 15:20:00,RTD,2026-04-20 15:25:00,BASE CASE,SCHED_RUN,1SJO115_TR1,01EHVSJO,115,80.03,80.03,0,100,
2026-04-20 15:25:00,RTD,2026-04-20 15:30:00,BASE CASE,SCHED_RUN,1SJO115_TR1,01EHVSJO,115,80.03,80.03,0,100,
EOF
