RUN_TIME,MKT_TYPE,TIME_INTERVAL,CONGEST_TYPE,RUN_TYPE,EQUIPMENT_NAME,STATION_NAME,VOLTAGE_LEVEL,BINDING_LIMIT,MW_FLOW,OVERLOAD_MW,PCT_MW,
2026-05-20 06:00:00,RTD,2026-05-20 06:05:00,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,231.94,237.9,5.95,102.57,
2026-05-20 06:05:00,RTD,2026-05-20 06:10:00,BASE CASE,SCHED_RUN,5DAAN_4TAB1,04TABANG,230,189.2,189.2,0,100,
2026-05-20 06:05:00,RTD,2026-05-20 06:10:00,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,231.73,239.36,7.63,103.29,
2026-05-20 20:30:00,RTD,2026-05-20 20:35:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.99,589.99,0,100,
2026-05-20 21:00:00,RTD,2026-05-20 21:05:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.52,592.52,0,100,
2026-05-20 21:50:00,RTD,2026-05-20 21:55:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.58,592.58,0,100,
2026-05-20 20:05:00,RTD,2026-05-20 20:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.93,589.93,0,100,
2026-05-20 20:10:00,RTD,2026-05-20 20:15:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590,590,0,100,
2026-05-20 20:40:00,RTD,2026-05-20 20:45:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.11,590.11,0,100,
2026-05-20 21:20:00,RTD,2026-05-20 21:25:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.59,592.59,0,100,
2026-05-20 20:15:00,RTD,2026-05-20 20:20:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.06,590.06,0,100,
2026-05-20 20:20:00,RTD,2026-05-20 20:25:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590.06,590.06,0,100,
2026-05-20 20:25:00,RTD,2026-05-20 20:30:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590.06,590.06,0,100,
2026-05-20 21:10:00,RTD,2026-05-20 21:15:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.35,592.35,0,100,
2026-05-20 20:35:00,RTD,2026-05-20 20:40:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.92,589.92,0,100,
2026-05-20 20:45:00,RTD,2026-05-20 20:50:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590,590,0,100,
2026-05-20 20:50:00,RTD,2026-05-20 20:55:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590.14,590.14,0,100,
2026-05-20 20:55:00,RTD,2026-05-20 21:00:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.97,589.97,0,100,
2026-05-20 21:05:00,RTD,2026-05-20 21:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.56,592.56,0,100,
2026-05-20 21:15:00,RTD,2026-05-20 21:20:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.47,592.47,0,100,
2026-05-20 21:25:00,RTD,2026-05-20 21:30:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.58,592.58,0,100,
2026-05-20 21:35:00,RTD,2026-05-20 21:40:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.53,592.53,0,100,
2026-05-20 21:30:00,RTD,2026-05-20 21:35:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.7,592.7,0,100,
2026-05-20 21:40:00,RTD,2026-05-20 21:45:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.55,592.55,0,100,
2026-05-20 21:45:00,RTD,2026-05-20 21:50:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.66,592.66,0,100,
2026-05-20 22:20:00,RTD,2026-05-20 22:25:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.99,593.99,0,100,
2026-05-20 22:25:00,RTD,2026-05-20 22:30:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593,593,0,100,
2026-05-20 22:55:00,RTD,2026-05-20 23:00:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,299.99,299.99,0,100,
2026-05-20 22:55:00,RTD,2026-05-20 23:00:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.35,593.35,0,100,
2026-05-20 23:15:00,RTD,2026-05-20 23:20:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.8,593.8,0,100,
2026-05-20 23:30:00,RTD,2026-05-20 23:35:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.98,592.98,0,100,
2026-05-20 23:35:00,RTD,2026-05-20 23:40:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.84,592.84,0,100,
2026-05-20 23:40:00,RTD,2026-05-20 23:45:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.78,592.78,0,100,
2026-05-20 23:50:00,RTD,2026-05-20 23:55:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.65,592.65,0,100,
2026-05-20 23:55:00,RTD,2026-05-21 00:00:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.62,592.62,0,100,
2026-05-20 23:45:00,RTD,2026-05-20 23:50:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.81,592.81,0,100,
2026-05-20 21:55:00,RTD,2026-05-20 22:00:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.29,593.29,0,100,
2026-05-20 22:00:00,RTD,2026-05-20 22:05:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,299.99,299.99,0,100,
2026-05-20 22:00:00,RTD,2026-05-20 22:05:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,592.95,592.95,0,100,
2026-05-20 22:05:00,RTD,2026-05-20 22:10:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,300,300,0,100,
2026-05-20 22:05:00,RTD,2026-05-20 22:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.91,592.91,0,100,
2026-05-20 22:10:00,RTD,2026-05-20 22:15:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.87,592.87,0,100,
2026-05-20 22:45:00,RTD,2026-05-20 22:50:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.17,593.17,0,100,
2026-05-20 22:50:00,RTD,2026-05-20 22:55:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,299.99,299.99,0,100,
2026-05-20 22:50:00,RTD,2026-05-20 22:55:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.38,593.38,0,100,
2026-05-20 22:15:00,RTD,2026-05-20 22:20:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,594.06,594.06,0,100,
2026-05-20 22:30:00,RTD,2026-05-20 22:35:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,300,300,0,100,
2026-05-20 22:30:00,RTD,2026-05-20 22:35:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.4,593.4,0,100,
2026-05-20 22:35:00,RTD,2026-05-20 22:40:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,300,300,0,100,
2026-05-20 22:35:00,RTD,2026-05-20 22:40:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.42,593.42,0,100,
2026-05-20 22:40:00,RTD,2026-05-20 22:45:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,593.26,593.26,0,100,
2026-05-20 23:00:00,RTD,2026-05-20 23:05:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.75,592.75,0,100,
2026-05-20 23:05:00,RTD,2026-05-20 23:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.7,592.7,0,100,
2026-05-20 23:10:00,RTD,2026-05-20 23:15:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.64,592.64,0,100,
2026-05-20 23:20:00,RTD,2026-05-20 23:25:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.74,593.74,0,100,
2026-05-20 23:25:00,RTD,2026-05-20 23:30:00,CONTINGENCY,SCHED_RUN,1BAUA_1BPP1,01BPPC,230,299.96,299.96,0,100,
2026-05-20 23:25:00,RTD,2026-05-20 23:30:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,592.93,592.93,0,100,
EOF
