RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,MKT_REQT,LOAD_BID,LOAD_CURTAILED,LOSSES,GENERATION,MKT_IMPORT,MKT_EXPORT,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Dr,100,0,,0,100,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Dr,133.90,0,,0,133.90,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,En,1771.23,0,0,16.26,1695.09,450,357.60,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,En,1887.78,0,0,59.13,2396.89,0,450,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,En,9717.49,0,0,195.93,9555.77,357.60,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Fr,150,0,,0,150,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Fr,100,0,,0,100,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Rd,35.90,0,,0,35.90,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Rd,37.63,0,,0,37.63,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Rd,189.50,0,,0,189.50,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Ru,35.90,0,,0,35.90,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Ru,37.63,0,,0,39.90,0,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Ru,189.50,0,,0,189.50,0,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CVIS,Dr,133.90,0,,0,133.90,0,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CMIN,Dr,100,0,,0,100,0,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
