RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,MKT_REQT,LOAD_BID,LOAD_CURTAILED,LOSSES,GENERATION,MKT_IMPORT,MKT_EXPORT,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CVIS,En,1875.39,0,0,15.40,1681.30,450,240.55,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CLUZ,En,10327.89,160,0,225.27,10472.57,240.55,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CMIN,En,1982.73,0,0,58.22,2490.96,0,450,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CLUZ,Rd,203,0,,0,203,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026,RTD,4/17/2026 12:05:00 AM,CMIN,Ru,40.67,0,,0,57.20,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CMIN,En,1967.40,0,0,57.97,2475.38,0,450,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CLUZ,En,10287.82,160,0,219.18,10423.02,244.03,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CVIS,En,1870.73,0,0,15.41,1680.20,450,244.03,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CLUZ,Rd,203,0,,0,207.30,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CMIN,Ru,40.67,0,,0,40.67,0,0,
4/17/2026 12:05:00 AM,RTD,4/17/2026 12:10:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CVIS,En,1865.41,0,0,15.40,1680.20,450,249.37,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CLUZ,En,10226.20,160,0,219.90,10356.83,249.37,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CMIN,En,1961.47,0,0,57.97,2469.44,0,450,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CLUZ,Rd,203,0,,0,203,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026 12:10:00 AM,RTD,4/17/2026 12:15:00 AM,CMIN,Ru,40.67,0,,0,58,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CVIS,En,1866.87,0,0,15.32,1680.20,450,248,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CMIN,En,1938.63,0,0,57.77,2446.42,0,450,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CLUZ,En,10233.61,160,0,217.46,10363.15,248,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CLUZ,Rd,203,0,,0,203,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CMIN,Ru,40.67,0,,0,40.67,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026 12:15:00 AM,RTD,4/17/2026 12:20:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CMIN,En,1947.01,0,0,56.97,2453.98,0,450,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CLUZ,En,10192.59,160,0,216.98,10307.91,261.59,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CVIS,En,1832.99,0,0,15.21,1659.80,450,261.59,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CLUZ,Rd,203,0,,0,203,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CMIN,Ru,40.67,0,,0,58.10,0,0,
4/17/2026 12:20:00 AM,RTD,4/17/2026 12:25:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CMIN,En,1921.36,0,0,56.30,2427.66,0,450,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CLUZ,En,10156.45,160,0,216.69,10276.48,256.64,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CVIS,En,1832.35,0,0,15.07,1654.10,450,256.64,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CMIN,Fr,110,0,,0,110,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CVIS,Fr,134,0,,0,134,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CLUZ,Fr,668,0,,0,668,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CMIN,Rd,40.67,0,,0,40.67,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CLUZ,Rd,203,0,,0,203,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CVIS,Rd,39.90,0,,0,39.90,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CVIS,Ru,39.90,0,,0,39.90,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CMIN,Ru,40.67,0,,0,40.67,0,0,
4/17/2026 12:25:00 AM,RTD,4/17/2026 12:30:00 AM,CLUZ,Ru,203,0,,0,203,0,0,
4/17/2026 12:30:00 AM,RTD,4/17/2026 12:35:00 AM,CVIS,Dr,123,0,,0,123,0,0,
4/17/2026 12:30:00 AM,RTD,4/17/2026 12:35:00 AM,CMIN,Dr,110,0,,0,110,0,0,
4/17/2026 12:30:00 AM,RTD,4/17/2026 12:35:00 AM,CLUZ,Dr,668,0,,0,668,0,0,
